Site,Year,Start,End,Tran,Plot ,Species,SdlDensity,Poa,BG,Rock,GREAUS_AdultDen
R2021O,2012,10:00,18:00,4,32,ASTTRY,27,42,13,0,94
R2021O,2012,10:00,18:00,4,33,ASTTRY,44,23,10,0,94
R2021O,2012,10:00,18:00,4,34,ASTTRY,5,72,12,0,94
R2021O,2012,10:00,18:00,4,35,ASTTRY,20,20,20,0,94
R2021O,2012,10:00,18:00,4,36,ASTTRY,3,52,14,0,94
R2021O,2012,10:00,18:00,4,37,ASTTRY,13,58,25,0,94
R2021O,2012,10:00,18:00,4,38,ASTTRY,11,50,2,0,94
R2021O,2012,10:00,18:00,4,39,ASTTRY,1,60,12,0,94
R2021O,2012,10:00,18:00,4,40,ASTTRY,3,68,12,0,94
R3012O,2012,14:05,17:45,1,1,ASTTRY,0,92,0,0,14
R3012O,2012,14:05,17:45,1,2,ASTTRY,4,66,8,0,14
R3012O,2012,14:05,17:45,1,3,ASTTRY,14,80,1,0,14
R3012O,2012,14:05,17:45,1,4,ASTTRY,0,83,0,0,14
R3012O,2012,14:05,17:45,1,5,ASTTRY,3,92,1,0,14
R3012O,2012,14:05,17:45,1,6,ASTTRY,2,94,1,0,14
R3012O,2012,14:05,17:45,1,7,ASTTRY,2,92,1,0,14
R3012O,2012,14:05,17:45,1,8,ASTTRY,40,10,4,0,14
R3012O,2012,14:05,17:45,1,9,ASTTRY,1,55,0,0,14
R3012O,2012,14:05,17:45,1,10,ASTTRY,11,15,1,0,14
R3012O,2012,14:05,17:45,2,11,ASTTRY,8,75,1,0,10
R3012O,2012,14:05,17:45,2,12,ASTTRY,4,91,2,0,10
R3012O,2012,14:05,17:45,2,13,ASTTRY,0,72,2,0,10
R3012O,2012,14:05,17:45,2,14,ASTTRY,1,93,2,0,10
R3012O,2012,14:05,17:45,2,15,ASTTRY,1,75,3,0,10
R3012O,2012,14:05,17:45,2,16,ASTTRY,1,88,5,0,10
R3012O,2012,14:05,17:45,2,17,ASTTRY,0,27,3,0,10
R3012O,2012,14:05,17:45,2,18,ASTTRY,2,25,1,0,10
R3012O,2012,14:05,17:45,2,19,ASTTRY,1,58,1,0,10
R3012O,2012,14:05,17:45,2,20,ASTTRY,0,65,0,0,10
R3012O,2012,14:05,17:45,3,21,ASTTRY,5,80,4,0,26
R3012O,2012,14:05,17:45,3,22,ASTTRY,0,10,20,0,26
R3012O,2012,14:05,17:45,3,23,ASTTRY,5,55,18,0,26
R3012O,2012,14:05,17:45,3,24,ASTTRY,1,87,0.5,0,26
R3012O,2012,14:05,17:45,3,25,ASTTRY,0,93,5,0,26
R3012O,2012,14:05,17:45,3,26,ASTTRY,1,75,20,0,26
R3012O,2012,14:05,17:45,3,27,ASTTRY,5,75,7,0,26
R3012O,2012,14:05,17:45,3,28,ASTTRY,5,52,6,0,26
R3012O,2012,14:05,17:45,3,29,ASTTRY,7,68,20,0,26
R3012O,2012,14:05,17:45,3,30,ASTTRY,0,83,1,0,26
R3012O,2012,14:05,17:45,4,31,ASTTRY,0,75,5,0,19
R3012O,2012,14:05,17:45,4,32,ASTTRY,2,70,20,0,19
R3012O,2012,14:05,17:45,4,33,ASTTRY,4,70,4,0,19
R3012O,2012,14:05,17:45,4,34,ASTTRY,9,70,6,0,19
R3012O,2012,14:05,17:45,4,35,ASTTRY,2,90,4,0,19
R3012O,2012,14:05,17:45,4,36,ASTTRY,3,80,5,0,19
R3012O,2012,14:05,17:45,4,37,ASTTRY,3,73,6,0,19
R3012O,2012,14:05,17:45,4,38,ASTTRY,0,77,7,0,19
R3012O,2012,14:05,17:45,4,39,ASTTRY,1,95,0.5,0,19
R3012O,2012,14:05,17:45,4,40,ASTTRY,0,96,4,0,19
R3021O,2012,13:50,NA,1,1,ASTTRY,16,63,2,0,36
R3021O,2012,14:50,NA,1,2,ASTTRY,5,78,10,0,36
R3021O,2012,15:50,NA,1,3,ASTTRY,8,90,7,0,36
R3021O,2012,16:50,NA,1,4,ASTTRY,6,80,13,0,36
R3021O,2012,17:50,NA,1,5,ASTTRY,8,30,20,0,36
R3021O,2012,18:50,NA,1,6,ASTTRY,0,80,15,0,36
R3021O,2012,19:50,NA,1,7,ASTTRY,21,53,13,0,36
R3021O,2012,20:50,NA,1,8,ASTTRY,1,90,5,0,36
R3021O,2012,21:50,NA,1,9,ASTTRY,3,85,5,0,36
R3021O,2012,22:50,NA,1,10,ASTTRY,5,70,23,0,36
R3021O,2012,23:50,NA,2,11,ASTTRY,4,80,4,0,31
R3021O,2012,0:50,NA,2,12,ASTTRY,4,53,10,0,31
R3021O,2012,1:50,NA,2,13,ASTTRY,0,88,1,0,31
R3021O,2012,2:50,NA,2,14,ASTTRY,2,75,8,0,31
R3021O,2012,3:50,NA,2,15,ASTTRY,6,50,6,0,31
R3021O,2012,4:50,NA,2,16,ASTTRY,2,60,5,0,31
R3021O,2012,5:50,NA,2,17,ASTTRY,11,50,3,0,31
R3021O,2012,6:50,NA,2,18,ASTTRY,12,50,5,0,31
R3021O,2012,7:50,NA,2,19,ASTTRY,9,80,6,0,31
R3021O,2012,8:50,NA,2,20,ASTTRY,14,70,20,0,31
R3021O,2012,9:50,NA,3,21,ASTTRY,16,55,10,0,27
R3021O,2012,10:50,NA,3,22,ASTTRY,14,65,10,0,27
R3021O,2012,11:50,NA,3,23,ASTTRY,2,63,15,0,27
R3021O,2012,12:50,NA,3,24,ASTTRY,9,28,30,0,27
R3021O,2012,13:50,NA,3,25,ASTTRY,0,26,6,0,27
R3021O,2012,14:50,NA,3,26,ASTTRY,2,60,3,0,27
R3021O,2012,15:50,NA,3,27,ASTTRY,4,38,20,0,27
R3021O,2012,16:50,NA,3,28,ASTTRY,8,87,6,0,27
R3021O,2012,17:50,NA,3,29,ASTTRY,5,43,15,0,27
R3021O,2012,18:50,NA,3,30,ASTTRY,4,85,4,0,27
R3021O,2012,19:50,NA,4,31,ASTTRY,2,80,12,0,15
R3021O,2012,20:50,NA,4,32,ASTTRY,1,75,12,0,15
R3021O,2012,21:50,NA,4,33,ASTTRY,1,83,2,0,15
R3021O,2012,22:50,NA,4,34,ASTTRY,0,33,2,0,15
R3021O,2012,23:50,NA,4,35,ASTTRY,3,60,8,0,15
R3021O,2012,0:50,NA,4,36,ASTTRY,1,75,8,0,15
R3021O,2012,1:50,NA,4,37,ASTTRY,4,56,6,0,15
R3021O,2012,2:50,NA,4,38,ASTTRY,0,70,3,0,15
R3021O,2012,3:50,NA,4,39,ASTTRY,4,48,7,0,15
R3021O,2012,4:50,NA,4,40,ASTTRY,1,48,4,0,15
C2151O,2012,13:20,18:30,1,1,ASTTRY,3,65,15,0,105
C2151O,2012,13:20,18:30,1,2,ASTTRY,3,45,3,0,105
C2151O,2012,13:20,18:30,1,3,ASTTRY,2,85,7,0,105
C2151O,2012,13:20,18:30,1,4,ASTTRY,1,75,6,0,105
C2151O,2012,13:20,18:30,1,5,ASTTRY,0,88,5,0,105
C2151O,2012,13:20,18:30,1,6,ASTTRY,0,58,3,0,105
C2151O,2012,13:20,18:30,1,7,ASTTRY,0,73,3,0,105
C2151O,2012,13:20,18:30,1,8,ASTTRY,0,99,0.5,0,105
C2151O,2012,13:20,18:30,1,9,ASTTRY,0,80,7,0,105
C2151O,2012,13:20,18:30,1,10,ASTTRY,1,72,8,0,105
C2151O,2012,13:20,18:30,2,11,ASTTRY,0,99,0.5,0,94
C2151O,2012,13:20,18:30,2,12,ASTTRY,0,93,3,0,94
C2151O,2012,13:20,18:30,2,13,ASTTRY,2,99,0.5,0,94
C2151O,2012,13:20,18:30,2,14,ASTTRY,1,85,6,0,94
C2151O,2012,13:20,18:30,2,15,ASTTRY,0,95,3,0,94
C2151O,2012,13:20,18:30,2,16,ASTTRY,4,70,6,0,94
C2151O,2012,13:20,18:30,2,17,ASTTRY,0,97,1,0,94
C2151O,2012,13:20,18:30,2,18,ASTTRY,0,90,2,0,94
C2151O,2012,13:20,18:30,2,19,ASTTRY,2,60,3,0,94
C2151O,2012,13:20,18:30,2,20,ASTTRY,1,50,8,0,94
C2151O,2012,13:20,18:30,3,21,ASTTRY,0,95,3,0,77
C2151O,2012,13:20,18:30,3,22,ASTTRY,2,75,1,0,77
C2151O,2012,13:20,18:30,3,23,ASTTRY,19,70,18,0,77
C2151O,2012,13:20,18:30,3,24,ASTTRY,2,90,4,0,77
C2151O,2012,13:20,18:30,3,25,ASTTRY,1,90,4,0,77
C2151O,2012,13:20,18:30,3,26,ASTTRY,1,90,4,0,77
C2151O,2012,13:20,18:30,3,27,ASTTRY,0,92,4,0,77
C2151O,2012,13:20,18:30,3,28,ASTTRY,2,68,30,0,77
C2151O,2012,13:20,18:30,3,29,ASTTRY,10,63,18,0,77
C2151O,2012,13:20,18:30,3,30,ASTTRY,5,60,20,0,77
C2151O,2012,13:20,18:30,4,31,ASTTRY,2,76,3,0,79
C2151O,2012,13:20,18:30,4,32,ASTTRY,2,75,8,0,79
C2151O,2012,13:20,18:30,4,33,ASTTRY,1,80,7,0,79
C2151O,2012,13:20,18:30,4,34,ASTTRY,4,48,25,0,79
C2151O,2012,13:20,18:30,4,35,ASTTRY,7,72,20,0,79
C2151O,2012,13:20,18:30,4,36,ASTTRY,0,56,24,0,79
C2151O,2012,13:20,18:30,4,37,ASTTRY,3,88,2,0,79
C2151O,2012,13:20,18:30,4,38,ASTTRY,2,35,35,0,79
C2151O,2012,13:20,18:30,4,39,ASTTRY,0,80,4,0,79
C2151O,2012,13:20,18:30,4,40,ASTTRY,2,60,5,0,79
C2131O,2012,10:00,NA,1,1,ASTTRY,4,90,4,0,67
C2131O,2012,10:00,NA,1,2,ASTTRY,18,45,30,0,67
C2131O,2012,10:00,NA,1,3,ASTTRY,18,10,35,0,67
C2131O,2012,10:00,NA,1,4,ASTTRY,12,27,23,0,67
C2131O,2012,10:00,NA,1,5,ASTTRY,1,85,4,0,67
C2131O,2012,10:00,NA,1,6,ASTTRY,2,55,3,0,67
C2131O,2012,10:00,NA,1,7,ASTTRY,9,63,5,0,67
C2131O,2012,10:00,NA,1,8,ASTTRY,2,51,8,0,67
C2131O,2012,10:00,NA,1,9,ASTTRY,1,80,2,0,67
C2131O,2012,10:00,NA,1,10,ASTTRY,2,52,6,0,67
C2131O,2012,10:00,NA,2,11,ASTTRY,9,55,20,0,67
C2131O,2012,10:00,NA,2,12,ASTTRY,22,27,15,0,67
C2131O,2012,10:00,NA,2,13,ASTTRY,0,53,30,0,67
C2131O,2012,10:00,NA,2,14,ASTTRY,3,63,4,0,67
C2131O,2012,10:00,NA,2,15,ASTTRY,8,45,5,0,67
C2131O,2012,10:00,NA,2,16,ASTTRY,0,92,0.5,0,67
C2131O,2012,10:00,NA,2,17,ASTTRY,3,39,0.5,0,67
C2131O,2012,10:00,NA,2,18,ASTTRY,1,33,3,0,67
C2131O,2012,10:00,NA,2,19,ASTTRY,1,40,15,0,67
C2131O,2012,10:00,NA,2,20,ASTTRY,0,40,2,0,67
C2131O,2012,10:00,NA,3,21,ASTTRY,3,50,3,0,84
C2131O,2012,10:00,NA,3,22,ASTTRY,6,25,6,0,84
C2131O,2012,10:00,NA,3,23,ASTTRY,2,80,4,0,84
C2131O,2012,10:00,NA,3,24,ASTTRY,13,25,10,0,84
C2131O,2012,10:00,NA,3,25,ASTTRY,8,40,8,0,84
C2131O,2012,10:00,NA,3,26,ASTTRY,0,97,0.5,0,84
C2131O,2012,10:00,NA,3,27,ASTTRY,2,51,3,0,84
C2131O,2012,10:00,NA,3,28,ASTTRY,2,65,2,0,84
C2131O,2012,10:00,NA,3,29,ASTTRY,4,50,5,0,84
C2131O,2012,10:00,NA,3,30,ASTTRY,1,44,3,0,84
C2131O,2012,10:00,NA,4,31,ASTTRY,3,35,20,0,94
C2131O,2012,10:00,NA,4,32,ASTTRY,9,60,17,0,94
C2131O,2012,10:00,NA,4,33,ASTTRY,2,70,1,0,94
C2131O,2012,10:00,NA,4,34,ASTTRY,0,30,4,0,94
C2131O,2012,10:00,NA,4,35,ASTTRY,4,68,2,0,94
C2131O,2012,10:00,NA,4,36,ASTTRY,0,90,4,0,94
C2131O,2012,10:00,NA,4,37,ASTTRY,0,68,3,0,94
C2131O,2012,10:00,NA,4,38,ASTTRY,1,50,2,0,94
C2131O,2012,10:00,NA,4,39,ASTTRY,3,15,20,0,94
C2131O,2012,10:00,NA,4,40,ASTTRY,2,70,6,0,94
C2111O,2012,10:05,12:40,1,1,ASTTRY,5,43,2,0,76
C2111O,2012,10:05,12:40,1,2,ASTTRY,8,79,4,0,76
C2111O,2012,10:05,12:40,1,3,ASTTRY,1,33,4,0,76
C2111O,2012,10:05,12:40,1,4,ASTTRY,6,93,3,0,76
C2111O,2012,10:05,12:40,1,5,ASTTRY,10,63,20,0,76
C2111O,2012,10:05,12:40,1,6,ASTTRY,3,68,12,0,76
C2111O,2012,10:05,12:40,1,7,ASTTRY,4,75,9,0,76
C2111O,2012,10:05,12:40,1,8,ASTTRY,4,42,29,0,76
C2111O,2012,10:05,12:40,1,9,ASTTRY,6,70,17,0,76
C2111O,2012,10:05,12:40,1,10,ASTTRY,2,67,2,0,76
C2111O,2012,10:05,12:40,2,11,ASTTRY,1,60,1,0,78
C2111O,2012,10:05,12:40,2,12,ASTTRY,0,32,4,0,78
C2111O,2012,10:05,12:40,2,13,ASTTRY,3,48,13,0,78
C2111O,2012,10:05,12:40,2,14,ASTTRY,8,48,4,0,78
C2111O,2012,10:05,12:40,2,15,ASTTRY,5,80,3,0,78
C2111O,2012,10:05,12:40,2,16,ASTTRY,3,24,10,0,78
C2111O,2012,10:05,12:40,2,17,ASTTRY,4,80,5,0,78
C2111O,2012,10:05,12:40,2,18,ASTTRY,7,25,40,0,78
C2111O,2012,10:05,12:40,2,19,ASTTRY,0,97,2,0,78
C2111O,2012,10:05,12:40,2,20,ASTTRY,2,65,8,0,78
C2111O,2012,10:05,12:40,3,21,ASTTRY,17,55,19,0,78
C2111O,2012,10:05,12:40,3,22,ASTTRY,0,58,9,0,78
C2111O,2012,10:05,12:40,3,23,ASTTRY,10,73,8,0,78
C2111O,2012,10:05,12:40,3,24,ASTTRY,2,67,4,0,78
C2111O,2012,10:05,12:40,3,25,ASTTRY,8,54,22,0,78
C2111O,2012,10:05,12:40,3,26,ASTTRY,0,57,2,0,78
C2111O,2012,10:05,12:40,3,27,ASTTRY,8,76,9,0,78
C2111O,2012,10:05,12:40,3,28,ASTTRY,3,79,4,0,78
C2111O,2012,10:05,12:40,3,29,ASTTRY,10,51,34,0,78
C2111O,2012,10:05,12:40,3,30,ASTTRY,2,77,22,0,78
C2111O,2012,10:05,12:40,4,31,ASTTRY,3,16,4,0,56
C2111O,2012,10:05,12:40,4,32,ASTTRY,6,78,7,0,56
C2111O,2012,10:05,12:40,4,33,ASTTRY,9,38,13,0,56
C2111O,2012,10:05,12:40,4,34,ASTTRY,15,58,9,0,56
C2111O,2012,10:05,12:40,4,35,ASTTRY,5,75,18,0,56
C2111O,2012,10:05,12:40,4,36,ASTTRY,3,50,5,0,56
C2111O,2012,10:05,12:40,4,37,ASTTRY,3,83,10,0,56
C2111O,2012,10:05,12:40,4,38,ASTTRY,6,49,30,0,56
C2111O,2012,10:05,12:40,4,39,ASTTRY,0,53,20,0,56
C2111O,2012,10:05,12:40,4,40,ASTTRY,1,40,15,0,56
C2101O,2012,14:00,16:30,1,1,ASTTRY,0,20,6,0,54
C2101O,2012,14:00,16:30,1,2,ASTTRY,0,22,20,0,54
C2101O,2012,14:00,16:30,1,3,ASTTRY,0,25,30,0,54
C2101O,2012,14:00,16:30,1,4,ASTTRY,0,20,13,0,54
C2101O,2012,14:00,16:30,1,5,ASTTRY,0,25,1,0,54
C2101O,2012,14:00,16:30,1,6,ASTTRY,1,25,2,0,54
C2101O,2012,14:00,16:30,1,7,ASTTRY,0,20,8,0,54
C2101O,2012,14:00,16:30,1,8,ASTTRY,4,50,3,0,54
C2101O,2012,14:00,16:30,1,9,ASTTRY,4,40,4,0,54
C2101O,2012,14:00,16:30,1,10,ASTTRY,2,10,18,0,54
C2101O,2012,14:00,16:30,2,11,ASTTRY,2,58,6,0,64
C2101O,2012,14:00,16:30,2,12,ASTTRY,0,45,3,0,64
C2101O,2012,14:00,16:30,2,13,ASTTRY,0,50,4,0,64
C2101O,2012,14:00,16:30,2,14,ASTTRY,0,40,2,0,64
C2101O,2012,14:00,16:30,2,15,ASTTRY,2,26,10,0,64
C2101O,2012,14:00,16:30,2,16,ASTTRY,1,38,3,0,64
C2101O,2012,14:00,16:30,2,17,ASTTRY,1,35,15,0,64
C2101O,2012,14:00,16:30,2,18,ASTTRY,1,27,6,0,64
C2101O,2012,14:00,16:30,2,19,ASTTRY,1,43,1,0,64
C2101O,2012,14:00,16:30,2,20,ASTTRY,2,26,2,0,64
C2101O,2012,14:00,16:30,3,21,ASTTRY,1,10,3,0,82
C2101O,2012,14:00,16:30,3,22,ASTTRY,2,51,7,0,82
C2101O,2012,14:00,16:30,3,23,ASTTRY,1,61,6,0,82
C2101O,2012,14:00,16:30,3,24,ASTTRY,0,14,10,0,82
C2101O,2012,14:00,16:30,3,25,ASTTRY,0,51,7,0,82
C2101O,2012,14:00,16:30,3,26,ASTTRY,0,54,2,0,82
C2101O,2012,14:00,16:30,3,27,ASTTRY,4,42,5,0,82
C2101O,2012,14:00,16:30,3,28,ASTTRY,0,73,4,0,82
C2101O,2012,14:00,16:30,3,29,ASTTRY,3,69,4,0,82
C2101O,2012,14:00,16:30,3,30,ASTTRY,0,85,3,0,82
C2101O,2012,14:00,16:30,4,31,ASTTRY,1,60,10,0,52
C2101O,2012,14:00,16:30,4,32,ASTTRY,0,55,1,0,52
C2101O,2012,14:00,16:30,4,33,ASTTRY,0,57,4,0,52
C2101O,2012,14:00,16:30,4,34,ASTTRY,14,26,4,0,52
C2101O,2012,14:00,16:30,4,35,ASTTRY,0,71,2,0,52
C2101O,2012,14:00,16:30,4,36,ASTTRY,1,73,3,0,52
C2101O,2012,14:00,16:30,4,37,ASTTRY,2,90,1,0,52
C2101O,2012,14:00,16:30,4,38,ASTTRY,2,72,0.5,0,52
C2101O,2012,14:00,16:30,4,39,ASTTRY,5,60,4,0,52
C2101O,2012,14:00,16:30,4,40,ASTTRY,1,33,10,40,52
C2071O,2012,10:00,NA,1,1,ASTTRY,0,90,10,0,71
C2071O,2012,10:00,NA,1,2,ASTTRY,0,58,3,0,71
C2071O,2012,10:00,NA,1,3,ASTTRY,2,96,2,0,71
C2071O,2012,10:00,NA,1,4,ASTTRY,2,65,3,0,71
C2071O,2012,10:00,NA,1,5,ASTTRY,4,69,15,0,71
C2071O,2012,10:00,NA,1,6,ASTTRY,3,35,40,0,71
C2071O,2012,10:00,NA,1,7,ASTTRY,0,67,15,0,71
C2071O,2012,10:00,NA,1,8,ASTTRY,0,70,13,0,71
C2071O,2012,10:00,NA,1,9,ASTTRY,0,56,23,0,71
C2071O,2012,10:00,NA,1,10,ASTTRY,0,74,13,0,71
C2071O,2012,10:00,NA,2,11,ASTTRY,0,68,4,0,82
C2071O,2012,10:00,NA,2,12,ASTTRY,0,53,5,0,82
C2071O,2012,10:00,NA,2,13,ASTTRY,0,48,4,30,82
C2071O,2012,10:00,NA,2,14,ASTTRY,1,27,20,0,82
C2071O,2012,10:00,NA,2,15,ASTTRY,0,43,32,0,82
C2071O,2012,10:00,NA,2,16,ASTTRY,0,35,28,0,82
C2071O,2012,10:00,NA,2,17,ASTTRY,0,60,6,0,82
C2071O,2012,10:00,NA,2,18,ASTTRY,0,73,10,0,82
C2071O,2012,10:00,NA,2,19,ASTTRY,0,85,7,0,82
C2071O,2012,10:00,NA,2,20,ASTTRY,0,78,7,0,82
C2071O,2012,10:00,NA,3,21,ASTTRY,0,71,10,0,105
C2071O,2012,10:00,NA,3,22,ASTTRY,0,89,6,0,105
C2071O,2012,10:00,NA,3,23,ASTTRY,0,60,16,0,105
C2071O,2012,10:00,NA,3,24,ASTTRY,0,59,20,0,105
C2071O,2012,10:00,NA,3,25,ASTTRY,0,79,16,0,105
C2071O,2012,10:00,NA,3,26,ASTTRY,0,75,3,0,105
C2071O,2012,10:00,NA,3,27,ASTTRY,0,89,8,0,105
C2071O,2012,10:00,NA,3,28,ASTTRY,0,90,4,0,105
C2071O,2012,10:00,NA,3,29,ASTTRY,1,38,2,54,105
C2071O,2012,10:00,NA,3,30,ASTTRY,1,62,22,0,105
C2071O,2012,10:00,NA,4,31,ASTTRY,0,49,14,0,83
C2071O,2012,10:00,NA,4,32,ASTTRY,1,70,14,0,83
C2071O,2012,10:00,NA,4,33,ASTTRY,0,44,9,0,83
C2071O,2012,10:00,NA,4,34,ASTTRY,2,85,11,0,83
C2071O,2012,10:00,NA,4,35,ASTTRY,1,58,21,0,83
C2071O,2012,10:00,NA,4,36,ASTTRY,0,39,20,0,83
C2071O,2012,10:00,NA,4,37,ASTTRY,0,35,59,0,83
C2071O,2012,10:00,NA,4,38,ASTTRY,0,60,19,0,83
C2071O,2012,10:00,NA,4,39,ASTTRY,0,41,31,0,83
C2071O,2012,10:00,NA,4,40,ASTTRY,0,27,18,29,83
C2061O,2012,NA,NA,1,1,ASTTRY,14,48,20,0,86
C2061O,2012,NA,NA,1,2,ASTTRY,4,70,8,0,86
C2061O,2012,NA,NA,1,3,ASTTRY,2,90,2,0,86
C2061O,2012,NA,NA,1,4,ASTTRY,8,72,9,0,86
C2061O,2012,NA,NA,1,5,ASTTRY,6,80,3,0,86
C2061O,2012,NA,NA,1,6,ASTTRY,6,50,2,0,86
C2061O,2012,NA,NA,1,7,ASTTRY,1,68,6,0,86
C2061O,2012,NA,NA,1,8,ASTTRY,13,73,10,0,86
C2061O,2012,NA,NA,1,9,ASTTRY,19,75,8,0,86
C2061O,2012,NA,NA,1,10,ASTTRY,6,58,18,0,86
C2061O,2012,NA,NA,2,11,ASTTRY,0,40,20,0,65
C2061O,2012,NA,NA,2,12,ASTTRY,1,55,22,0,65
C2061O,2012,NA,NA,2,13,ASTTRY,16,13,60,0,65
C2061O,2012,NA,NA,2,14,ASTTRY,4,96,2,0,65
C2061O,2012,NA,NA,2,15,ASTTRY,9,75,10,0,65
C2061O,2012,NA,NA,2,16,ASTTRY,8,88,8,0,65
C2061O,2012,NA,NA,2,17,ASTTRY,30,35,18,0,65
C2061O,2012,NA,NA,2,18,ASTTRY,12,70,12,0,65
C2061O,2012,NA,NA,2,19,ASTTRY,20,75,8,0,65
C2061O,2012,NA,NA,2,20,ASTTRY,6,77,8,0,65
C2061O,2012,NA,NA,3,21,ASTTRY,0,31,29,0,54
C2061O,2012,NA,NA,3,22,ASTTRY,0,46,41,0,54
C2061O,2012,NA,NA,3,23,ASTTRY,2,48,15,0,54
C2061O,2012,NA,NA,3,24,ASTTRY,2,47,31,0,54
C2061O,2012,NA,NA,3,25,ASTTRY,6,63,15,0,54
C2061O,2012,NA,NA,3,26,ASTTRY,6,54,14,0,54
C2061O,2012,NA,NA,3,27,ASTTRY,27,65,10,0,54
C2061O,2012,NA,NA,3,28,ASTTRY,24,58,9,0,54
C2061O,2012,NA,NA,3,29,ASTTRY,7,86,4,0,54
C2061O,2012,NA,NA,3,30,ASTTRY,13,52,13,0,54
C2061O,2012,NA,NA,4,31,ASTTRY,0,40,53,0,68
C2061O,2012,NA,NA,4,32,ASTTRY,0,50,4,0,68
C2061O,2012,NA,NA,4,33,ASTTRY,0,51,20,0,68
C2061O,2012,NA,NA,4,34,ASTTRY,2,61,13,0,68
C2061O,2012,NA,NA,4,35,ASTTRY,2,71,12,0,68
C2061O,2012,NA,NA,4,36,ASTTRY,4,79,16,0,68
C2061O,2012,NA,NA,4,37,ASTTRY,4,67,15,0,68
C2061O,2012,NA,NA,4,38,ASTTRY,1,68,3,0,68
C2061O,2012,NA,NA,4,39,ASTTRY,1,85,3,0,68
C2061O,2012,NA,NA,4,40,ASTTRY,5,30,4,0,68
R2092O,2012,16:15,18:20,1,1,ASTTRY,0,65,1,0,57
R2092O,2012,16:15,18:20,1,2,ASTTRY,0,80,3,0,57
R2092O,2012,16:15,18:20,1,3,ASTTRY,3,93,18,0,57
R2092O,2012,16:15,18:20,1,4,ASTTRY,3,60,8,0,57
R2092O,2012,16:15,18:20,1,5,ASTTRY,1,70,5,0,57
R2092O,2012,16:15,18:20,1,6,ASTTRY,0,83,4,0,57
R2092O,2012,16:15,18:20,1,7,ASTTRY,0,85,4,0,57
R2092O,2012,16:15,18:20,1,8,ASTTRY,0,84,7,0,57
R2092O,2012,16:15,18:20,1,9,ASTTRY,0,80,2,0,57
R2092O,2012,16:15,18:20,1,10,ASTTRY,1,92,5,0,57
R2092O,2012,16:15,18:20,2,11,ASTTRY,2,78,3,0,67
R2092O,2012,16:15,18:20,2,12,ASTTRY,16,55,3,0,67
R2092O,2012,16:15,18:20,2,13,ASTTRY,3,70,4,0,67
R2092O,2012,16:15,18:20,2,14,ASTTRY,4,70,3,0,67
R2092O,2012,16:15,18:20,2,15,ASTTRY,1,85,3,0,67
R2092O,2012,16:15,18:20,2,16,ASTTRY,0,96,1,0,67
R2092O,2012,16:15,18:20,2,17,ASTTRY,0,97,1,0,67
R2092O,2012,16:15,18:20,2,18,ASTTRY,1,97,3,0,67
R2092O,2012,16:15,18:20,2,19,ASTTRY,0,96,3,0,67
R2092O,2012,16:15,18:20,2,20,ASTTRY,0,89,3,0,67
R2092O,2012,16:15,18:20,3,21,ASTTRY,0,79,2,0,21
R2092O,2012,16:15,18:20,3,22,ASTTRY,0,62,1,0,21
R2092O,2012,16:15,18:20,3,23,ASTTRY,0,83,3,0,21
R2092O,2012,16:15,18:20,3,24,ASTTRY,0,84,0.5,0,21
R2092O,2012,16:15,18:20,3,25,ASTTRY,0,84,2,0,21
R2092O,2012,16:15,18:20,3,26,ASTTRY,0,94,0.5,0,21
R2092O,2012,16:15,18:20,3,27,ASTTRY,0,92,2,0,21
R2092O,2012,16:15,18:20,3,28,ASTTRY,1,90,3,0,21
R2092O,2012,16:15,18:20,3,29,ASTTRY,0,92,0.5,0,21
R2092O,2012,16:15,18:20,3,30,ASTTRY,9,78,4,0,21
R2092O,2012,16:15,18:20,4,31,ASTTRY,0,69,1,0,7
R2092O,2012,16:15,18:20,4,32,ASTTRY,1,22,1,0,7
R2092O,2012,16:15,18:20,4,33,ASTTRY,1,29,2,0,7
R2092O,2012,16:15,18:20,4,34,ASTTRY,0,78,3,0,7
R2092O,2012,16:15,18:20,4,35,ASTTRY,0,61,0.5,0,7
R2092O,2012,16:15,18:20,4,36,ASTTRY,2,80,2,0,7
R2092O,2012,16:15,18:20,4,37,ASTTRY,2,74,1,0,7
R2092O,2012,16:15,18:20,4,38,ASTTRY,1,80,3,0,7
R2092O,2012,16:15,18:20,4,39,ASTTRY,0,80,1,0,7
R2092O,2012,16:15,18:20,4,40,ASTTRY,0,80,3,0,7
R2023O,2012,13:00,15:15,1,1,ASTTRY,0,87,7,0,18
R2023O,2012,13:00,15:15,1,2,ASTTRY,0,40,3,0,18
R2023O,2012,13:00,15:15,1,3,ASTTRY,0,58,2,0,18
R2023O,2012,13:00,15:15,1,4,ASTTRY,0,40,2,0,18
R2023O,2012,13:00,15:15,1,5,ASTTRY,1,75,5,0,18
R2023O,2012,13:00,15:15,1,6,ASTTRY,3,65,3,0,18
R2023O,2012,13:00,15:15,1,7,ASTTRY,1,60,2,0,18
R2023O,2012,13:00,15:15,1,8,ASTTRY,0,81,2,0,18
R2023O,2012,13:00,15:15,1,9,ASTTRY,0,80,0,0,18
R2023O,2012,13:00,15:15,1,10,ASTTRY,0,82,0.5,0,18
R2023O,2012,13:00,15:15,2,11,ASTTRY,1,56,5,0,44
R2023O,2012,13:00,15:15,2,12,ASTTRY,0,77,1,0,44
